Address,City,State,Zipcode,Price,Bedrooms,Bathrooms,Living Area,Lot Area,Type
823 Example St,Houston,TX,77000,225000,3,2.5,1733,0.2845270890725436,SINGLE_FAMILY
824 Example St,Houston,TX,77000,139500,3,2.0,1489,0.22727272727272727,SINGLE_FAMILY
825 Example St,Houston,TX,77000,232600,3,2.0,1489,0.2574839302112029,SINGLE_FAMILY
826 Example St,Houston,TX,77000,385000,2,2.0,2084,0.33983011937557395,SINGLE_FAMILY
827 Example St,Houston,TX,77000,109500,2,1.0,784,0.14072543617998162,SINGLE_FAMILY
828 Example St,Houston,TX,77000,189000,3,2.0,1434,0.19579889807162534,SINGLE_FAMILY
829 Example St,Houston,TX,77000,185000,3,2.5,2126,0.6588154269972452,SINGLE_FAMILY
830 Example St,Houston,TX,77000,147400,2,2.5,1223,0.05840220385674931,TOWNHOUSE
831 Example St,Houston,TX,77000,166000,3,1.5,1392,0.2731864095500459,SINGLE_FAMILY
832 Example St,Houston,TX,77000,151000,2,2.5,1200,0.07300275482093664,TOWNHOUSE
833 Example St,Houston,TX,77000,237000,3,2.5,1829,0.2191919191919192,SINGLE_FAMILY
834 Example St,Houston,TX,77000,167000,3,1.5,1516,0.22966023875114785,SINGLE_FAMILY
835 Example St,Houston,TX,77000,139950,3,1.0,1144,0.18078512396694216,SINGLE_FAMILY
836 Example St,Houston,TX,77000,128000,2,2.0,1067,0.22038567493112948,SINGLE_FAMILY
837 Example St,Houston,TX,77000,153500,2,1.0,1559,0.1859504132231405,SINGLE_FAMILY
838 Example St,Houston,TX,77000,100000,2,1.5,987,0.03856749311294766,TOWNHOUSE
839 Example St,Houston,TX,77000,144000,3,1.5,1099,0.21866391184573003,SINGLE_FAMILY
840 Example St,Houston,TX,77000,130500,3,1.0,1200,0.27013314967860425,SINGLE_FAMILY
841 Example St,Houston,TX,77000,140000,4,2.0,1482,0.27904040404040403,SINGLE_FAMILY
842 Example St,Houston,TX,77000,157500,3,2.0,1539,0.2396694214876033,SINGLE_FAMILY
843 Example St,Houston,TX,77000,174900,3,1.5,1165,0.20707070707070707,SINGLE_FAMILY
844 Example St,Houston,TX,77000,141000,6,2.0,1800,0.18365472910927455,MULTI_FAMILY
845 Example St,Houston,TX,77000,153900,4,1.5,1416,0.2907483930211203,SINGLE_FAMILY
846 Example St,Houston,TX,77000,171000,3,2.0,1701,0.3821625344352617,SINGLE_FAMILY
847 Example St,Houston,TX,77000,213000,3,2.5,1775,0.21388888888888888,SINGLE_FAMILY
848 Example St,Houston,TX,77000,133500,3,1.0,864,0.35635904499540866,SINGLE_FAMILY
849 Example St,Houston,TX,77000,240000,5,3.0,2358,1.046831955922865,SINGLE_FAMILY
850 Example St,Houston,TX,77000,187000,3,2.5,1855,0.22038567493112948,SINGLE_FAMILY
851 Example St,Houston,TX,77000,131500,1,1.0,848,0.10181359044995408,TOWNHOUSE
852 Example St,Houston,TX,77000,215000,2,2.0,1456,0.07337006427915518,TOWNHOUSE
853 Example St,Houston,TX,77000,164000,4,2.0,1646,0.16363636363636364,SINGLE_FAMILY
854 Example St,Houston,TX,77000,158000,3,1.5,1445,0.27766299357208446,SINGLE_FAMILY
855 Example St,Houston,TX,77000,170000,3,1.5,1779,0.411386593204775,SINGLE_FAMILY
856 Example St,Houston,TX,77000,127000,3,1.5,1040,0.15833333333333333,SINGLE_FAMILY
857 Example St,Houston,TX,77000,147000,3,1.0,1026,0.2518365472910927,SINGLE_FAMILY
858 Example St,Houston,TX,77000,174000,3,2.5,1481,0.18652433425160697,SINGLE_FAMILY
859 Example St,Houston,TX,77000,152000,3,2.0,1370,0.23875114784205692,SINGLE_FAMILY
860 Example St,Houston,TX,77000,250000,4,2.5,2654,0.2531910009182736,SINGLE_FAMILY
861 Example St,Houston,TX,77000,189950,3,1.5,1426,0.17543617998163452,SINGLE_FAMILY
862 Example St,Houston,TX,77000,131500,3,1.5,1039,0.2668732782369146,MULTI_FAMILY
863 Example St,Houston,TX,77000,152000,3,2.0,1097,0.22203856749311296,SINGLE_FAMILY
864 Example St,Houston,TX,77000,132500,3,1.0,1148,0.18207070707070708,SINGLE_FAMILY
865 Example St,Houston,TX,77000,250580,3,2.0,1372,0.19834710743801653,SINGLE_FAMILY
866 Example St,Houston,TX,77000,148500,3,1.0,1002,0.20087235996326905,SINGLE_FAMILY
867 Example St,Houston,TX,77000,248900,3,2.0,1646,0.24462809917355371,SINGLE_FAMILY
868 Example St,Houston,TX,77000,129000,3,1.5,1120,0.16000918273645545,SINGLE_FAMILY
869 Example St,Houston,TX,77000,169000,2,2.0,2320,0.3388888888888889,SINGLE_FAMILY
870 Example St,Houston,TX,77000,236000,3,2.5,1949,0.22814508723599633,SINGLE_FAMILY
871 Example St,Houston,TX,77000,109500,2,1.0,894,0.15151515151515152,SINGLE_FAMILY
872 Example St,Houston,TX,77000,200500,3,2.5,1682,0.20087235996326905,SINGLE_FAMILY
873 Example St,Houston,TX,77000,116000,3,1.0,910,0.20413223140495868,SINGLE_FAMILY
874 Example St,Houston,TX,77000,133000,3,1.0,1268,0.2787878787878788,SINGLE_FAMILY
875 Example St,Houston,TX,77000,66500,3,1.5,1131,0.13131313131313133,SINGLE_FAMILY
876 Example St,Houston,TX,77000,303477,4,2.5,2610,0.2066115702479339,SINGLE_FAMILY
877 Example St,Houston,TX,77000,132250,3,1.0,1040,0.5804866850321396,SINGLE_FAMILY
878 Example St,Houston,TX,77000,350000,4,2.5,2224,0.20280073461891643,SINGLE_FAMILY
879 Example St,Houston,TX,77000,148000,3,1.0,1155,0.2704775022956841,SINGLE_FAMILY
880 Example St,Houston,TX,77000,136500,3,1.0,864,0.16069788797061524,SINGLE_FAMILY
881 Example St,Houston,TX,77000,157000,2,1.5,1090,0.16124885215794307,SINGLE_FAMILY
882 Example St,Houston,TX,77000,187500,3,2.5,1717,0.31584022038567494,SINGLE_FAMILY
883 Example St,Houston,TX,77000,178000,3,2.5,1593,0.22121212121212122,SINGLE_FAMILY
884 Example St,Houston,TX,77000,118500,5,1.0,2230,0.14242424242424243,SINGLE_FAMILY
885 Example St,Houston,TX,77000,100000,3,1.0,892,0.16414141414141414,SINGLE_FAMILY
886 Example St,Houston,TX,77000,328900,2,2.0,1709,0.11751606978879706,TOWNHOUSE
887 Example St,Houston,TX,77000,145000,4,2.0,1712,0.19267676767676767,MULTI_FAMILY
888 Example St,Houston,TX,77000,135500,3,1.5,1393,0.3780073461891644,SINGLE_FAMILY
889 Example St,Houston,TX,77000,268000,4,2.0,2217,0.36421028466483013,SINGLE_FAMILY
890 Example St,Houston,TX,77000,149500,2,1.0,1505,0.27915518824609736,SINGLE_FAMILY
891 Example St,Houston,TX,77000,122900,3,1.0,924,0.18512396694214875,SINGLE_FAMILY
892 Example St,Houston,TX,77000,172500,3,2.5,1683,0.25674931129476586,SINGLE_FAMILY
893 Example St,Houston,TX,77000,154500,3,1.0,1068,0.19315886134067953,SINGLE_FAMILY
894 Example St,Houston,TX,77000,165000,3,1.0,1383,0.3049586776859504,SINGLE_FAMILY
895 Example St,Houston,TX,77000,118858,4,2.0,1535,0.16111111111111112,MULTI_FAMILY
896 Example St,Houston,TX,77000,140000,4,1.5,1796,0.16198347107438016,SINGLE_FAMILY
897 Example St,Houston,TX,77000,106500,2,1.0,951,0.20121671258034896,SINGLE_FAMILY
898 Example St,Houston,TX,77000,142953,6,2.0,2240,0.16111111111111112,MULTI_FAMILY
899 Example St,Houston,TX,77000,611657,2,2.5,2364,0.29657943067033976,SINGLE_FAMILY
900 Example St,Houston,TX,77000,135000,3,1.0,1236,0.16053719008264464,SINGLE_FAMILY
901 Example St,Houston,TX,77000,110000,2,1.0,858,0.1685032139577594,SINGLE_FAMILY
902 Example St,Houston,TX,77000,153000,2,1.0,1306,0.2,SINGLE_FAMILY
903 Example St,Houston,TX,77000,180000,3,2.5,1509,0.18078512396694216,SINGLE_FAMILY
904 Example St,Houston,TX,77000,240000,3,2.0,1670,0.34111570247933887,SINGLE_FAMILY
905 Example St,Houston,TX,77000,125500,3,1.0,902,0.141712580348944,SINGLE_FAMILY
906 Example St,Houston,TX,77000,128000,3,1.0,1063,0.22773186409550045,SINGLE_FAMILY
907 Example St,Houston,TX,77000,255000,3,2.0,1636,0.30994031221303947,SINGLE_FAMILY
908 Example St,Houston,TX,77000,250000,3,1.5,2057,0.26400367309458217,SINGLE_FAMILY
909 Example St,Houston,TX,77000,131000,2,1.0,902,0.20397153351698807,SINGLE_FAMILY
910 Example St,Houston,TX,77000,174000,3,2.5,1484,0.2890036730945822,SINGLE_FAMILY
911 Example St,Houston,TX,77000,154300,5,2.0,2274,0.2662993572084481,MULTI_FAMILY
912 Example St,Houston,TX,77000,143500,3,1.5,1268,0.21317722681359044,SINGLE_FAMILY
913 Example St,Houston,TX,77000,88000,3,1.0,1015,0.14049586776859505,SINGLE_FAMILY
914 Example St,Houston,TX,77000,145000,4,2.0,2002,0.14393939393939395,MULTI_FAMILY
915 Example St,Houston,TX,77000,173733,2,2.5,1224,0.06887052341597796,TOWNHOUSE
916 Example St,Houston,TX,77000,75000,3,1.5,1092,0.0459366391184573,TOWNHOUSE
917 Example St,Houston,TX,77000,35311,1,0.0,480,0.2066115702479339,SINGLE_FAMILY
918 Example St,Houston,TX,77000,135000,3,1.0,1229,0.39348025711662077,SINGLE_FAMILY
919 Example St,Houston,TX,77000,238000,4,2.5,2127,0.3013085399449036,SINGLE_FAMILY
920 Example St,Houston,TX,77000,176500,3,1.0,1414,0.2531910009182736,SINGLE_FAMILY
921 Example St,Houston,TX,77000,201000,3,2.5,1721,0.19426078971533517,SINGLE_FAMILY
922 Example St,Houston,TX,77000,145900,4,3.0,2200,0.20149219467401286,MULTI_FAMILY
923 Example St,Houston,TX,77000,169990,3,2.0,1316,0.23500918273645546,SINGLE_FAMILY
924 Example St,Houston,TX,77000,193000,2,2.0,1617,0.18393021120293848,TOWNHOUSE
925 Example St,Houston,TX,77000,207500,3,2.0,1686,0.23507805325987144,SINGLE_FAMILY
926 Example St,Houston,TX,77000,175000,3,2.0,1126,0.35837924701561064,SINGLE_FAMILY
927 Example St,Houston,TX,77000,285000,4,2.5,2374,0.2754591368227732,SINGLE_FAMILY
928 Example St,Houston,TX,77000,176000,4,2.5,1978,0.22727272727272727,SINGLE_FAMILY
929 Example St,Houston,TX,77000,236500,3,2.0,1788,0.27176308539944904,SINGLE_FAMILY
930 Example St,Houston,TX,77000,222000,4,2.5,2236,0.2985766758494031,SINGLE_FAMILY
931 Example St,Houston,TX,77000,201000,3,2.0,1466,0.20488980716253444,SINGLE_FAMILY
932 Example St,Houston,TX,77000,117500,2,1.0,925,0.20890725436179983,SINGLE_FAMILY
933 Example St,Houston,TX,77000,320000,3,2.0,1905,0.2679063360881543,SINGLE_FAMILY
934 Example St,Houston,TX,77000,190000,3,2.0,1500,0.19483471074380165,SINGLE_FAMILY
935 Example St,Houston,TX,77000,242000,4,2.0,2069,0.6347566574839302,SINGLE_FAMILY
936 Example St,Houston,TX,77000,79900,1,1.0,747,0.13372359963269054,SINGLE_FAMILY
937 Example St,Houston,TX,77000,184900,2,2.0,1200,0.23147382920110193,SINGLE_FAMILY
938 Example St,Houston,TX,77000,253000,3,2.5,1971,0.22210743801652894,SINGLE_FAMILY
939 Example St,Houston,TX,77000,239799,3,2.5,1962,0.20110192837465565,SINGLE_FAMILY
940 Example St,Houston,TX,77000,244400,4,2.0,2403,0.553030303030303,SINGLE_FAMILY
941 Example St,Houston,TX,77000,150900,4,2.0,1728,0.29017447199265384,MULTI_FAMILY
942 Example St,Houston,TX,77000,214000,3,2.5,2060,0.20098714416896235,SINGLE_FAMILY
943 Example St,Houston,TX,77000,150000,4,2.0,1440,0.17702020202020202,MULTI_FAMILY
944 Example St,Houston,TX,77000,143000,4,2.0,1632,0.573921028466483,MULTI_FAMILY
945 Example St,Houston,TX,77000,137500,3,1.0,1344,0.33000459136822774,SINGLE_FAMILY
946 Example St,Houston,TX,77000,124900,2,1.0,1869,0.2024793388429752,SINGLE_FAMILY
947 Example St,Houston,TX,77000,143000,3,1.0,1144,0.18739669421487604,SINGLE_FAMILY
948 Example St,Houston,TX,77000,270000,3,2.0,1629,0.33370064279155187,SINGLE_FAMILY
949 Example St,Houston,TX,77000,192500,3,2.5,1776,0.32153351698806243,SINGLE_FAMILY
950 Example St,Houston,TX,77000,197500,3,1.5,1381,0.21487603305785125,SINGLE_FAMILY
951 Example St,Houston,TX,77000,129000,3,1.0,864,0.1652892561983471,SINGLE_FAMILY
952 Example St,Houston,TX,77000,119900,3,1.0,965,0.1790633608815427,SINGLE_FAMILY
953 Example St,Houston,TX,77000,133900,2,1.0,768,0.1652892561983471,SINGLE_FAMILY
954 Example St,Houston,TX,77000,172000,4,2.5,1968,0.254247015610652,SINGLE_FAMILY
955 Example St,Houston,TX,77000,127500,4,2.0,980,0.2157943067033976,MULTI_FAMILY
956 Example St,Houston,TX,77000,145000,4,2.0,1958,0.1638200183654729,MULTI_FAMILY
957 Example St,Houston,TX,77000,124000,2,1.5,1229,0.029843893480257115,TOWNHOUSE
958 Example St,Houston,TX,77000,132000,3,1.0,1057,0.17033976124885217,SINGLE_FAMILY
959 Example St,Houston,TX,77000,185000,3,2.0,1337,0.19398530762167127,SINGLE_FAMILY
960 Example St,Houston,TX,77000,155000,3,2.5,1416,0.05904499540863177,TOWNHOUSE
961 Example St,Houston,TX,77000,116500,2,1.0,858,0.1654499540863177,SINGLE_FAMILY
962 Example St,Houston,TX,77000,272000,4,2.5,2872,0.2806932966023875,SINGLE_FAMILY
963 Example St,Houston,TX,77000,155000,3,2.5,1548,0.05298438934802571,TOWNHOUSE
964 Example St,Houston,TX,77000,239000,2,2.0,1800,0.2737144168962351,SINGLE_FAMILY
965 Example St,Houston,TX,77000,214900,4,2.5,1894,0.25977961432506885,SINGLE_FAMILY
966 Example St,Houston,TX,77000,178900,3,2.5,1484,0.23500918273645546,SINGLE_FAMILY
967 Example St,Houston,TX,77000,160000,2,1.5,1308,0.22038567493112948,SINGLE_FAMILY
968 Example St,Houston,TX,77000,135000,3,1.0,1098,0.16965105601469238,SINGLE_FAMILY
969 Example St,Houston,TX,77000,37900,2,1.0,968,0.13601928374655647,SINGLE_FAMILY
970 Example St,Houston,TX,77000,140000,2,1.0,1095,0.23833792470156107,MULTI_FAMILY
971 Example St,Houston,TX,77000,135000,4,1.5,1192,0.24793388429752067,SINGLE_FAMILY
972 Example St,Houston,TX,77000,173000,2,2.0,1626,0.05206611570247934,TOWNHOUSE
973 Example St,Houston,TX,77000,99500,2,2.0,918,0.18117539026629936,TOWNHOUSE
974 Example St,Houston,TX,77000,182000,3,2.0,1428,0.26719467401285585,SINGLE_FAMILY
975 Example St,Houston,TX,77000,167500,3,1.0,2019,0.2620293847566575,SINGLE_FAMILY
976 Example St,Houston,TX,77000,165000,3,2.5,1382,0.06085858585858586,TOWNHOUSE
977 Example St,Houston,TX,77000,85500,2,1.0,869,0.13544536271809,SINGLE_FAMILY
978 Example St,Houston,TX,77000,199900,1,1.5,1241,0.09811753902662994,TOWNHOUSE
979 Example St,Houston,TX,77000,110000,3,1.0,894,0.21694214876033058,SINGLE_FAMILY
980 Example St,Houston,TX,77000,139000,3,1.0,1121,0.20238751147842057,SINGLE_FAMILY
981 Example St,Houston,TX,77000,178400,3,1.0,999,0.2782828282828283,SINGLE_FAMILY
982 Example St,Houston,TX,77000,336000,4,2.5,2612,0.2801423324150597,SINGLE_FAMILY
983 Example St,Houston,TX,77000,159895,2,2.0,1266,0.07304866850321395,SINGLE_FAMILY
984 Example St,Houston,TX,77000,255900,4,2.5,2290,0.25826446280991733,SINGLE_FAMILY
985 Example St,Houston,TX,77000,126000,4,2.0,1734,0.23243801652892562,MULTI_FAMILY
986 Example St,Houston,TX,77000,125000,3,1.0,1164,0.2497704315886134,MULTI_FAMILY
987 Example St,Houston,TX,77000,117000,2,1.0,1635,0.12190082644628099,SINGLE_FAMILY
988 Example St,Houston,TX,77000,395192,3,2.5,1940,0.23321854912764003,SINGLE_FAMILY
989 Example St,Houston,TX,77000,195000,4,2.5,2030,0.27653810835629017,SINGLE_FAMILY
990 Example St,Houston,TX,77000,197000,3,2.5,1576,0.18652433425160697,SINGLE_FAMILY
991 Example St,Houston,TX,77000,348000,3,2.5,2392,0.2169880624426079,SINGLE_FAMILY
992 Example St,Houston,TX,77000,168000,4,1.5,1742,0.40567033976124883,SINGLE_FAMILY
993 Example St,Houston,TX,77000,187000,3,2.5,1851,0.22405876951331496,SINGLE_FAMILY
994 Example St,Houston,TX,77000,173900,3,2.5,1500,0.20307621671258036,SINGLE_FAMILY
995 Example St,Houston,TX,77000,337500,3,2.0,1718,0.2859504132231405,SINGLE_FAMILY
996 Example St,Houston,TX,77000,121600,3,1.5,1230,0.10817263544536272,SINGLE_FAMILY
997 Example St,Houston,TX,77000,136500,3,1.0,1050,0.2446969696969697,SINGLE_FAMILY
998 Example St,Houston,TX,77000,185000,2,2.0,1442,0.2689853076216713,SINGLE_FAMILY
999 Example St,Houston,TX,77000,91000,3,1.0,1077,0.2246556473829201,SINGLE_FAMILY
1000 Example St,Houston,TX,77000,206000,2,2.0,1208,0.15523415977961433,SINGLE_FAMILY
1001 Example St,Houston,TX,77000,82000,2,1.0,944,0.23429752066115703,SINGLE_FAMILY
1002 Example St,Houston,TX,77000,86000,2,1.0,691,0.12396694214876033,SINGLE_FAMILY
1003 Example St,Houston,TX,77000,232000,3,2.0,1574,0.2744949494949495,SINGLE_FAMILY
1004 Example St,Houston,TX,77000,136905,4,2.0,1680,0.26400367309458217,MULTI_FAMILY
1005 Example St,Houston,TX,77000,181000,1,2.0,1504,0.07304866850321395,TOWNHOUSE
1006 Example St,Houston,TX,77000,149900,3,2.0,985,0.1924931129476584,SINGLE_FAMILY
1007 Example St,Houston,TX,77000,163500,3,2.0,1657,0.27904040404040403,SINGLE_FAMILY
1008 Example St,Houston,TX,77000,88000,3,1.5,1092,0.05089531680440771,TOWNHOUSE
1009 Example St,Houston,TX,77000,240000,3,2.0,1710,0.27819100091827365,SINGLE_FAMILY
1010 Example St,Houston,TX,77000,102000,4,2.0,1522,0.13774104683195593,SINGLE_FAMILY
1011 Example St,Houston,TX,77000,135000,4,2.0,1271,0.48865932047750227,SINGLE_FAMILY
1012 Example St,Houston,TX,77000,100000,4,2.0,1664,0.2255509641873278,MULTI_FAMILY
1013 Example St,Houston,TX,77000,165000,3,1.5,1502,0.24315886134067952,SINGLE_FAMILY
1014 Example St,Houston,TX,77000,85000,2,1.0,1022,0.1652892561983471,SINGLE_FAMILY
1015 Example St,Houston,TX,77000,119200,2,1.0,1082,0.26776859504132233,SINGLE_FAMILY
1016 Example St,Houston,TX,77000,227000,3,2.5,1665,0.1928374655647383,SINGLE_FAMILY
1017 Example St,Houston,TX,77000,203000,3,2.0,1504,0.2727961432506887,SINGLE_FAMILY
1018 Example St,Houston,TX,77000,187500,1,1.0,1360,0.13347107438016528,TOWNHOUSE
1019 Example St,Houston,TX,77000,160000,3,2.5,1472,0.2475665748393021,SINGLE_FAMILY
1020 Example St,Houston,TX,77000,213490,2,2.0,1506,0.06916896235078053,TOWNHOUSE
1021 Example St,Houston,TX,77000,176000,2,1.5,1132,0.16124885215794307,SINGLE_FAMILY
1022 Example St,Houston,TX,77000,194000,2,2.0,1220,0.17001836547291094,SINGLE_FAMILY
1023 Example St,Houston,TX,77000,87000,2,1.0,1248,0.21668962350780532,SINGLE_FAMILY
1024 Example St,Houston,TX,77000,191000,2,2.0,1504,0.07304866850321395,TOWNHOUSE
1025 Example St,Houston,TX,77000,287000,2,2.0,2898,0.3557851239669422,SINGLE_FAMILY
1026 Example St,Houston,TX,77000,112500,3,1.0,882,0.17676767676767677,SINGLE_FAMILY
1027 Example St,Houston,TX,77000,167500,3,1.0,1264,0.21349862258953167,SINGLE_FAMILY
1028 Example St,Houston,TX,77000,293077,3,2.0,1646,0.21854912764003673,SINGLE_FAMILY
1029 Example St,Houston,TX,77000,105000,3,1.0,1376,0.21790633608815427,SINGLE_FAMILY
1030 Example St,Houston,TX,77000,118000,3,1.5,1218,0.03856749311294766,TOWNHOUSE
1031 Example St,Houston,TX,77000,160000,5,2.0,1928,0.16258034894398532,MULTI_FAMILY
1032 Example St,Houston,TX,77000,197000,5,2.5,3082,0.3641643709825528,SINGLE_FAMILY
1033 Example St,Houston,TX,77000,310000,5,2.5,2520,0.3338154269972452,SINGLE_FAMILY
1034 Example St,Houston,TX,77000,230000,3,2.0,1654,0.18652433425160697,SINGLE_FAMILY
1035 Example St,Houston,TX,77000,119750,2,1.0,954,0.144742883379247,SINGLE_FAMILY
1036 Example St,Houston,TX,77000,84000,3,1.0,845,0.26400367309458217,SINGLE_FAMILY
1037 Example St,Houston,TX,77000,315500,2,2.0,1620,0.29609733700642793,SINGLE_FAMILY
1038 Example St,Houston,TX,77000,287000,3,2.5,2263,0.21212121212121213,SINGLE_FAMILY
1039 Example St,Houston,TX,77000,97000,3,1.5,1344,0.03519283746556474,TOWNHOUSE
1040 Example St,Houston,TX,77000,80000,1,1.0,630,0.03390725436179982,TOWNHOUSE
1041 Example St,Houston,TX,77000,155000,3,2.0,1803,0.3013085399449036,SINGLE_FAMILY
1042 Example St,Houston,TX,77000,173000,4,1.5,1632,0.20959595959595959,SINGLE_FAMILY
1043 Example St,Houston,TX,77000,196000,1,2.0,1306,0.1235307621671258,TOWNHOUSE
1044 Example St,Houston,TX,77000,262280,4,2.5,2329,0.2717860422405877,SINGLE_FAMILY
1045 Example St,Houston,TX,77000,278000,4,2.5,2524,0.22038567493112948,SINGLE_FAMILY
1046 Example St,Houston,TX,77000,139600,4,2.0,1733,0.3140495867768595,SINGLE_FAMILY
1047 Example St,Houston,TX,77000,556581,4,3.5,2868,0.3685950413223141,SINGLE_FAMILY
1048 Example St,Houston,TX,77000,145000,3,1.0,990,0.21223599632690543,SINGLE_FAMILY
1049 Example St,Houston,TX,77000,115000,3,1.0,1771,0.49931129476584024,SINGLE_FAMILY
1050 Example St,Houston,TX,77000,84900,2,1.0,930,0.2548209366391185,SINGLE_FAMILY
1051 Example St,Houston,TX,77000,176485,3,2.0,1302,0.20645087235996326,SINGLE_FAMILY
1052 Example St,Houston,TX,77000,200141,3,2.0,1316,0.25654269972451793,SINGLE_FAMILY
1053 Example St,Houston,TX,77000,165000,4,1.5,1977,0.21808999081726355,SINGLE_FAMILY
1054 Example St,Houston,TX,77000,144500,4,1.0,1526,0.1965564738292011,SINGLE_FAMILY
1055 Example St,Houston,TX,77000,255000,3,2.5,1989,0.2609504132231405,SINGLE_FAMILY
1056 Example St,Houston,TX,77000,180000,3,2.0,1523,0.26081267217630855,SINGLE_FAMILY
1057 Example St,Houston,TX,77000,185850,2,2.0,1364,0.16189164370982553,TOWNHOUSE
1058 Example St,Houston,TX,77000,248000,3,2.5,1850,0.6877640036730945,SINGLE_FAMILY
1059 Example St,Houston,TX,77000,335000,3,2.5,2184,0.2595959595959596,SINGLE_FAMILY
1060 Example St,Houston,TX,77000,220000,3,1.5,1991,0.2588383838383838,SINGLE_FAMILY
1061 Example St,Houston,TX,77000,213500,2,2.0,1338,0.11294765840220386,TOWNHOUSE
1062 Example St,Houston,TX,77000,81000,2,1.0,894,0.4132231404958678,SINGLE_FAMILY
1063 Example St,Houston,TX,77000,90000,5,2.0,2337,0.3122130394857668,MULTI_FAMILY
1064 Example St,Houston,TX,77000,110500,2,1.0,1103,0.13774104683195593,SINGLE_FAMILY
1065 Example St,Houston,TX,77000,154000,3,1.5,1154,0.25252525252525254,SINGLE_FAMILY
1066 Example St,Houston,TX,77000,328000,3,2.5,2260,0.3213957759412305,SINGLE_FAMILY
1067 Example St,Houston,TX,77000,178000,3,2.5,1571,0.1799127640036731,SINGLE_FAMILY
1068 Example St,Houston,TX,77000,167900,4,1.5,1611,0.22405876951331496,SINGLE_FAMILY
1069 Example St,Houston,TX,77000,151400,5,2.5,2521,0.09100091827364555,TOWNHOUSE
1070 Example St,Houston,TX,77000,135000,2,1.0,893,0.22038567493112948,SINGLE_FAMILY
1071 Example St,Houston,TX,77000,135000,3,1.0,1048,0.23305785123966943,SINGLE_FAMILY
1072 Example St,Houston,TX,77000,154000,4,1.5,1556,0.26859504132231404,SINGLE_FAMILY
1073 Example St,Houston,TX,77000,91500,4,1.0,1456,0.17412764003673095,SINGLE_FAMILY
1074 Example St,Houston,TX,77000,159500,3,1.5,1426,0.1825068870523416,SINGLE_FAMILY
1075 Example St,Houston,TX,77000,194000,2,2.0,1240,0.19641873278236915,SINGLE_FAMILY
1076 Example St,Houston,TX,77000,219500,3,1.5,1740,0.3013085399449036,SINGLE_FAMILY
1077 Example St,Houston,TX,77000,170000,3,2.0,1466,0.24793388429752067,SINGLE_FAMILY
1078 Example St,Houston,TX,77000,138800,3,1.0,1096,0.3643250688705234,SINGLE_FAMILY
1079 Example St,Houston,TX,77000,155900,1,1.0,848,0.10181359044995408,TOWNHOUSE
1080 Example St,Houston,TX,77000,126000,3,1.0,990,0.20144628099173553,SINGLE_FAMILY
1081 Example St,Houston,TX,77000,145000,3,2.0,1258,0.2534435261707989,SINGLE_FAMILY
1082 Example St,Houston,TX,77000,133000,3,1.5,1040,0.1721763085399449,SINGLE_FAMILY
1083 Example St,Houston,TX,77000,192000,3,2.0,1459,0.2008494031221304,SINGLE_FAMILY
1084 Example St,Houston,TX,77000,160000,3,1.0,1251,0.20202020202020202,SINGLE_FAMILY
1085 Example St,Houston,TX,77000,187500,3,2.5,1498,0.2991505968778696,SINGLE_FAMILY
1086 Example St,Houston,TX,77000,147000,2,1.0,996,0.2081955922865014,SINGLE_FAMILY
1087 Example St,Houston,TX,77000,83500,3,1.5,1092,0.0453168044077135,TOWNHOUSE
1088 Example St,Houston,TX,77000,252000,3,2.5,1953,0.24274563820018366,SINGLE_FAMILY
1089 Example St,Houston,TX,77000,137500,3,2.0,1709,0.05789715335169881,TOWNHOUSE
1090 Example St,Houston,TX,77000,197000,1,1.5,1247,0.0761248852157943,TOWNHOUSE
1091 Example St,Houston,TX,77000,92900,2,2.0,1040,0.19614325068870522,MULTI_FAMILY
1092 Example St,Houston,TX,77000,160000,2,2.5,1252,0.049586776859504134,TOWNHOUSE
1093 Example St,Houston,TX,77000,136500,4,2.0,1694,0.1928374655647383,SINGLE_FAMILY
1094 Example St,Houston,TX,77000,146000,1,1.5,1200,0.21189164370982552,SINGLE_FAMILY
1095 Example St,Houston,TX,77000,129000,2,1.0,936,0.1347107438016529,SINGLE_FAMILY
1096 Example St,Houston,TX,77000,176432,3,2.0,1314,0.21388888888888888,SINGLE_FAMILY
1097 Example St,Houston,TX,77000,127000,3,1.5,1355,0.15798898071625345,SINGLE_FAMILY
1098 Example St,Houston,TX,77000,170000,2,1.5,1088,0.08484848484848485,TOWNHOUSE
1099 Example St,Houston,TX,77000,128000,3,1.0,1324,0.13774104683195593,SINGLE_FAMILY
1100 Example St,Houston,TX,77000,157000,3,2.0,1601,0.2727272727272727,SINGLE_FAMILY
1101 Example St,Houston,TX,77000,60000,1,1.0,438,0.1928374655647383,SINGLE_FAMILY
1102 Example St,Houston,TX,77000,119500,3,1.0,950,0.22401285583103764,SINGLE_FAMILY
1103 Example St,Houston,TX,77000,135000,2,1.0,1134,0.16069788797061524,SINGLE_FAMILY
1104 Example St,Houston,TX,77000,159500,3,1.0,1194,0.20454545454545456,SINGLE_FAMILY
1105 Example St,Houston,TX,77000,106000,3,2.5,1302,0.04628099173553719,TOWNHOUSE
1106 Example St,Houston,TX,77000,325000,3,2.5,2622,0.28135904499540865,SINGLE_FAMILY
1107 Example St,Houston,TX,77000,179900,3,2.0,1442,0.23776400367309458,SINGLE_FAMILY
